Year,ANZSCO,Occupation,National_Shortage_Rating,New_South_Wales_Shortage_Rating,Victoria_Shortage_Rating,Queensland_Shortage_Rating,South_Australia_Shortage_Rating,Western_Australia_Shortage_Rating,Tasmania_Shortage_Rating,Northern_Territory_Shortage_Rating,Australian_Capital_Territory_Shortage_Rating,Skill_Level
2022,591116,Warehouse Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,591117,Order Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,591211,Despatching and Receiving Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,591212,Import-Export Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599111,Conveyancer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,2
2022,599112,Legal Executive,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,599211,Clerk of Court,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599212,Court Bailiff or Sheriff,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599213,Court Orderly,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599214,Law Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599215,Trust Officer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599311,Debt Collector,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599411,Human Resource Clerk,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599511,Customs Officer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599512,Immigration Officer,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599513,Motor Vehicle Licence Examiner,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599514,"Invasive Pest, Weed and Disease Inspector",No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599515,Social Security Assessor,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599516,Taxation Inspector,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599517,Train Examiner,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,599518,Transport Operations Inspector,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599521,Water Inspector,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599599,Inspectors and Regulatory Officers nec,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599611,Insurance Investigator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599612,Insurance Loss Adjuster,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,599613,Insurance Risk Surveyor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,599711,Library Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599912,"Production Assistant (Film, Television, Radio or Stage)",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599913,Proof Reader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599914,Radio Despatcher,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599915,Clinical Coder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,3
2022,599916,Facilities Administrator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,599999,Clerical and Administrative Workers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,611111,Auctioneer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,611112,Stock and Station Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,611211,Insurance Agent,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,3
2022,611311,Sales Representative (Building and Plumbing Supplies),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,611312,Sales Representative (Business Services),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,611313,Sales Representative (Motor Vehicle Parts and Accessories),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,611314,Sales Representative (Personal and Household Goods),No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,611399,Sales Representatives nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,612111,Business Broker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,612112,Property Manager,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,No Shortage,3
2022,612113,Real Estate Agency Principal,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,2
2022,612114,Real Estate Agent,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,612115,Real Estate Representative,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,621311,Motor Vehicle or Caravan Salesperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,621312,Motor Vehicle Parts Interpreter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,621411,Pharmacy Sales Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,621511,Retail Supervisor,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,639211,Retail Buyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,639212,Wool Buyer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,3
2022,639511,Visual Merchandiser,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,639911,Other Sales Support Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711111,Clay Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711112,Concrete Products Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711113,Glass Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711114,Stone Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711199,"Clay, Concrete, Glass and Stone Processing Machine Operators nec",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711211,Industrial Spraypainter,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,711311,Paper Products Machine Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711313,Sawmilling Operator,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711314,Other Wood Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711411,Photographic Developer and Printer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711511,Plastic Cablemaking Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711512,Plastic Compounding and Reclamation Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711513,Plastics Fabricator or Welder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711514,Plastics Production Machine Operator (General),Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,711515,Reinforced Plastic and Composite Production Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711516,Rubber Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711599,Plastics and Rubber Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711611,Sewing Machinist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711711,Footwear Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711712,Hide and Skin Processing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711713,Knitting Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711714,Textile Dyeing and Finishing Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711715,Weaving Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711716,Yarn Carding and Spinning Machine Operator,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711799,Textile and Footwear Production Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711911,Chemical Production Machine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711912,Motion Picture Projectionist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711913,Sand Blaster,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,711914,Sterilisation Technician,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,711999,Machine Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,712111,"Crane, Hoist or Lift Operator",Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,712211,Driller,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,712212,Miner,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,712213,Shot Firer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,712311,Engineering Production Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712911,Boiler or Engine Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712912,Bulk Materials Handling Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712913,Cement Production Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712914,Concrete Batching Plant Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712915,Concrete Pump Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712916,Paper and Pulp Mill Operator,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712917,Railway Signal Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,712918,Train Controller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,712921,Waste Water or Water Plant Operator,No Shortage,Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712922,Weighbridge Operator,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,712999,Stationary Plant Operators nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,721111,Agricultural and Horticultural Mobile Plant Operator,Regional Shortage,Shortage,Regional Shortage,Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,721112,Logging Plant Operator,Regional Shortage,Regional Shortage,Regional Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,721211,Earthmoving Plant Operator (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,721212,Backhoe Operator,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721213,Bulldozer Operator,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721214,Excavator Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,721215,Grader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,721216,Loader Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,721311,Forklift Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,721911,Aircraft Baggage Handler and Airline Ground Crew,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721912,Linemarker,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721913,Paving Plant Operator,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721914,Railway Track Plant Operator,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,721915,Road Roller Operator,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721916,Streetsweeper Operator,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,721999,Mobile Plant Operators nec,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,731111,Chauffeur,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,731112,Taxi Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,731199,Automobile Drivers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,731211,Bus Driver,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,731212,Charter and Tour Bus Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,731213,Passenger Coach Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,731311,Train Driver,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,731312,Tram Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,732111,Delivery Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,733111,Truck Driver (General),Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,733112,Aircraft Refueller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,733113,Furniture Removalist,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,733114,Tanker Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,4
2022,733115,Tow Truck Driver,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,741111,Storeperson,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,811611,Carpet Cleaner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,821311,Fencer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,821411,Building Insulation Installer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,821412,Home Improvement Installer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,821611,Railway Track Worker,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,821711,Construction Rigger,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,821712,Scaffolder,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,4
2022,821713,Steel Fixer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,821714,Structural Steel Erector,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,821911,Crane Chaser,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,831211,Meat Boner and Slicer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,831212,Slaughterer,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,Shortage,4
2022,839311,Product Examiner,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,839312,Product Grader,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,839313,Product Tester,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842211,Cotton Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842214,"Grain, Oilseed, Pulse and Pasture Farm Worker",No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842217,Sugar Cane Farm Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842222,Vineyard Worker,No Shortage,Regional Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842311,Beef Cattle Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842312,Cattle and Sheep Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,842313,Dairy Cattle Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842314,Livestock Husbandry Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842315,Piggery Farm Worker,Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842316,Poultry Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,842317,Sheep Farm Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,843111,Forestry Worker,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,843112,Logging Assistant,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,843113,Tree Faller,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,843411,Pest Control Technician,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899211,Deck Hand,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,899212,Fishing Hand,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899411,Motor Vehicle Parts and Accessories Fitter (General),Shortage,Shortage,Shortage,Shortage,Shortage,No Shortage,Shortage,Shortage,No Shortage,4
2022,899412,Autoglazier,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899413,Exhaust and Muffler Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899414,Radiator Repairer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899415,Tyre Fitter,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,4
2022,899511,Printer's Assistant,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2022,899512,Printing Table Worker,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,4
2021,111111,Chief Executive or Managing Director,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Regional Shortage,No Shortage,No Shortage,No Shortage,1
2021,111211,Corporate General Manager,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121111,Aquaculture Farmer,No Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,Shortage,No Shortage,1
2021,121311,Apiarist,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2021,121312,Beef Cattle Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121313,Dairy Cattle Farmer,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,Shortage,Shortage,No Shortage,1
2021,121314,Deer Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121315,Goat Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121316,Horse Breeder,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121318,Pig Farmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2021,121321,Poultry Farmer,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,Shortage,1
2021,121322,Sheep Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121323,Mixed Cattle and Sheep Farmer,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121399,Livestock Farmers nec,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121511,Cotton Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121512,"Grain, Oilseed, Pulse or Pasture Grower",No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2021,121513,Sugar Cane Grower,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121611,Flower Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121612,Fruit Grower,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121613,Nut Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121615,Turf Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,Shortage,No Shortage,1
2021,121616,Vegetable Grower,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
2021,121617,Wine Grape Grower,Shortage,Shortage,No Shortage,No Shortage,Shortage,No Shortage,No Shortage,No Shortage,No Shortage,1
